param	RSP K_mean	RSP K_sigma	Heat K_mean	Heat K_sigma	logHeat K_mean	logHeat K_sigma	Comm K_mean	Comm K_sigma	logFor K_mean	logFor K_sigma	For K_mean	For K_sigma	FE K_mean	FE K_sigma	Walk K_mean	Walk K_sigma	logComm K_mean	logComm K_sigma	pWalk K_mean	pWalk K_sigma	SCCT K_mean	SCCT K_sigma	SCT K_mean	SCT K_sigma	SP-CT K_mean	SP-CT K_sigma	
0.6400000000000002	0.4582625228519195	0.020288395255646442	0.6386398537477147	0.27944678318159705	0.6386398537477147	0.27944678318159705	0.4469469835466179	0.013653553608882077	0.8099261425959781	0.05498984133991224	0.20680219378427783	0.08028250604572564	0.7994617915904935	0.04599828312236999	0.829161243144424	0.03945218657841507	0.9009506398537477	0.09004135511890508	0.81577915904936	0.04334902282573919	0.6840819012797074	0.25659836833465327	0.4845308957952467	0.24853414801712798	0.6856833638025595	0.0581850630240344	
0.6600000000000003	0.4642515539305301	0.03255109865286657	0.6382669104204752	0.2712931284889598	0.6382669104204752	0.2712931284889598	0.4469469835466179	0.013653553608882077	0.7987948811700183	0.05460300275432483	0.20680219378427783	0.08028250604572564	0.8153009140767824	0.05302405871189055	0.824690310786106	0.04182492876307281			0.8198464351005483	0.04504335181067198	0.6906018281535649	0.24667312102084693	0.4698237659963436	0.24904649788787886	0.6891890310786105	0.06570895927897137	
0.6800000000000003	0.4730135283363802	0.03266612009626567	0.5987963436928702	0.2954581494266576	0.5987963436928702	0.2954581494266576	0.4469469835466179	0.013653553608882077	0.7889096892138938	0.05911382040935495	0.20680219378427783	0.08028250604572564	0.8036255941499085	0.06363938989361101	0.8206756855575867	0.04637737360967088			0.8157308957952467	0.051026031520232495	0.6901893967093236	0.25034162544530764	0.46813455210237653	0.24472253333515404	0.6717923217550273	0.08374655158188843	
0.7000000000000003	0.47430786106032896	0.03269956216528229	0.5783500914076781	0.2847923973647598	0.5641141403703998	0.2835675648544945	0.4469469835466179	0.013653553608882077	0.7784058500914077	0.05356312742356566	0.20680219378427783	0.08028250604572564	0.8015590493601462	0.06279773212815647	0.833763802559415	0.046945350994184516			0.8199297989031078	0.06357578920337285	0.6495122486288848	0.2584973692963309	0.45227349177330894	0.2466300142444524	0.6756138939670931	0.06829314028095997	
0.7200000000000003	0.5049901279707495	0.03245628092504567					0.4469469835466179	0.013653553608882077	0.7895063985374771	0.048852210866335254	0.20680219378427783	0.08028250604572564	0.8165382084095063	0.0532410650189131	0.8299334552102376	0.0522421014955185			0.8245674588665447	0.06020066841538745	0.6428212065813529	0.257152317129597	0.4598157221206581	0.24494694752549803	0.6933177330895794	0.06449101531805011	
0.7400000000000003	0.5260241316270566	0.03966671878818657					0.4469469835466179	0.013653553608882077	0.77101718464351	0.062252913864872514	0.21030347349177325	0.09776909203368689	0.8082764168190127	0.05499517102586996	0.8330661791590492	0.05508750890498826			0.8276826325411334	0.05841857333648666	0.6348314442413162	0.2365608037268161	0.47110493601462516	0.24123906085752633	0.6926771480804388	0.07106228991988857	
0.7600000000000003	0.5549425959780621	0.05909830732074559					0.4469469835466179	0.013653553608882077	0.7822361974405849	0.03816058324238499	0.21030347349177325	0.09776909203368689	0.8174990859232174	0.05024701939750728	0.8290910420475319	0.049518275250347785			0.8270552102376598	0.06267725026465036	0.6353140767824497	0.2290679550502605	0.4677835466179159	0.2378201024534764	0.6528117001828153	0.09332625467933561	
0.7800000000000004	0.6225769652650822	0.06614025905324976					0.4469469835466179	0.013653553608882077	0.7759005484460694	0.053245239942522546	0.21030347349177325	0.09776909203368689	0.8102288848263254	0.06409602279416883	0.8333864716636197	0.05023979023608231			0.8286786106032906	0.06446794251017826	0.6108665447897623	0.24390009854537933	0.4517513711151736	0.24239614414935517	0.6344102376599633	0.1128571842127102	
0.8000000000000004	0.6427466179159049	0.058505542664242426					0.4469469835466179	0.013653553608882077	0.775071297989031	0.060778218344339545	0.21030347349177325	0.09776909203368689	0.8187978062157221	0.05109705055686705	0.8384979890310785	0.04720737003924789			0.8161038391224862	0.06052213680059396	0.6044519195612431	0.2269820990502099	0.43684680073126136	0.22200332044184368	0.6532855575868372	0.11193237574060057	
0.8200000000000004	0.6744599634369287	0.05015716150303242					0.4469469835466179	0.013653553608882077	0.7644489945155393	0.07124738099831235	0.21030347349177325	0.09776909203368689	0.8249009140767823	0.05091383442844521	0.8287400365630713	0.058297793969994544			0.8222113345521024	0.06421722434713692	0.5960628884826324	0.2242176167168862	0.4589733089579524	0.2233059262052293	0.6219890310786106	0.1057159449667992	
