measureParam	Comm H_mean	Comm H_sigma	dummy Comm H_mean	dummy Comm H_sigma	dummy logComm H_mean	dummy logComm H_sigma	logComm H_mean	logComm H_sigma
0.0	0.20260240963855422	0.010381511590482955	0.20260240963855422	0.010381511590482955					
0.28260869565217384	0.20903212851405623	0.018090297986033222	0.20903212851405623	0.018090297986033222	0.9920080321285141	0.008199586026704628	0.9920080321285141	0.008199586026704628	
0.30434782608695643	0.21230522088353415	0.019854654166530813	0.21230522088353415	0.019854654166530813	0.9920080321285141	0.008199586026704628	0.9920080321285141	0.008199586026704628	
0.326086956521739	0.21003614457831327	0.02032186953759876	0.21003614457831327	0.02032186953759876	0.9928072289156626	0.00815848508604609	0.9928072289156626	0.00815848508604609	
0.3478260869565216	0.20899196787148594	0.016400941760743037	0.20899196787148594	0.016400941760743037	0.9928072289156626	0.00815848508604609	0.9928072289156626	0.00815848508604609	
0.3695652173913042	0.20746586345381526	0.014203079222630054	0.20746586345381526	0.014203079222630054	0.9920080321285141	0.008199586026704628	0.9920080321285141	0.008199586026704628	
0.3913043478260868	0.2089236947791165	0.018106140822153914	0.2089236947791165	0.018106140822153914	0.992016064257028	0.009681030901550968	0.992016064257028	0.009681030901550968	
0.4130434782608694	0.20977911646586347	0.017749499960669192	0.20977911646586347	0.017749499960669192	0.9912168674698796	0.00964694466761159	0.9912168674698796	0.00964694466761159	
0.434782608695652	0.20624899598393576	0.011160950648608392	0.20624899598393576	0.011160950648608392	0.9912168674698796	0.00964694466761159	0.9912168674698796	0.00964694466761159	
0.4565217391304346	0.20642570281124498	0.011026287850762281	0.20642570281124498	0.011026287850762281	0.9920080321285141	0.008199586026704628	0.9920080321285141	0.008199586026704628	
0.4782608695652172	0.2062690763052209	0.011115432017883294	0.2062690763052209	0.011115432017883294	0.9912168674698796	0.00964694466761159	0.9912168674698796	0.00964694466761159	
0.4999999999999998	0.2062690763052209	0.011115432017883294	0.2062690763052209	0.011115432017883294	0.9912168674698796	0.00964694466761159	0.9912168674698796	0.00964694466761159	
0.5217391304347824	0.2062690763052209	0.011115432017883294	0.2062690763052209	0.011115432017883294	0.9920080321285141	0.008199586026704628	0.9920080321285141	0.008199586026704628	
0.543478260869565	0.2062690763052209	0.011115432017883294	0.2062690763052209	0.011115432017883294	0.9920080321285141	0.008199586026704628	0.9920080321285141	0.008199586026704628	
0.5652173913043476	0.2062690763052209	0.011115432017883294	0.2062690763052209	0.011115432017883294	0.9912168674698796	0.00964694466761159	0.9912168674698796	0.00964694466761159	
0.5869565217391302	0.2062690763052209	0.011115432017883294	0.2062690763052209	0.011115432017883294	0.9920080321285141	0.008199586026704628	0.992016064257028	0.009681030901550968	
0.6086956521739127	0.2062690763052209	0.011115432017883294	0.2062690763052209	0.011115432017883294	0.9928072289156626	0.00815848508604609	0.9904257028112451	0.010843251367357509	
0.6304347826086953	0.2062690763052209	0.011115432017883294	0.2062690763052209	0.011115432017883294	0.9928072289156626	0.00815848508604609	0.70614859437751	0.3531072646972111	
0.6521739130434779	0.2062690763052209	0.011115432017883294	0.2062690763052209	0.011115432017883294	0.9920080321285141	0.008199586026704628	0.19708032128514058	5.061716996094998E-4	
0.6739130434782605	0.2062690763052209	0.011115432017883294	0.2062690763052209	0.011115432017883294	0.9896345381526105	0.011864690783857467	0.19692771084337352	1.6660872034613314E-4	
0.6956521739130431	0.2062690763052209	0.011115432017883294	0.2062690763052209	0.011115432017883294	0.9873172690763052	0.019545494826065723	0.1968714859437751	8.827651771869026E-5	
0.7173913043478257	0.2062690763052209	0.011115432017883294	0.2062690763052209	0.011115432017883294	0.9524497991967872	0.1755481158540282	0.19694779116465863	2.084773283608213E-4	
0.7391304347826083	0.2062690763052209	0.011115432017883294	0.2062690763052209	0.011115432017883294	0.9487389558232933	0.17705383502814995	0.197	1.7727278173775265E-4	
0.7608695652173909	0.2062690763052209	0.011115432017883294	0.2062690763052209	0.011115432017883294	0.9440281124497993	0.17736170856542902	0.19691164658634538	1.637306233520204E-4	
0.7826086956521735	0.2062690763052209	0.011115432017883294	0.2062690763052209	0.011115432017883294	0.9449839357429719	0.17557639122595728	0.19704819277108435	2.84128050106271E-4	
0.8043478260869561	0.2062690763052209	0.011115432017883294	0.2062690763052209	0.011115432017883294	0.9287590361445783	0.17806861270802551	0.19693172690763053	1.7597511887716794E-4	
0.8260869565217387	0.2062690763052209	0.011115432017883294	0.2062690763052209	0.011115432017883294	0.8403172690763052	0.27920193576190294	0.19695582329317268	3.071283939978417E-4	
0.8478260869565213	0.2062690763052209	0.011115432017883294	0.2062690763052209	0.011115432017883294	0.8204738955823293	0.3197262847399496	0.19703212851405622	3.698958238655278E-4	
0.8695652173913039	0.2062690763052209	0.011115432017883294	0.2062690763052209	0.011115432017883294	0.7627309236947791	0.34336472700213927	0.19694377510040162	2.2031594414266892E-4	
0.8913043478260865	0.2062690763052209	0.011115432017883294	0.2062690763052209	0.011115432017883294	0.8358995983935744	0.28411594674046425	0.19700803212851406	3.0599308252058895E-4	
0.9130434782608691	0.2062690763052209	0.011115432017883294	0.2062690763052209	0.011115432017883294	0.7681967871485944	0.34340973921220896	0.1970682730923695	3.1541886036982414E-4	
0.9347826086956517	0.2062690763052209	0.011115432017883294	0.2062690763052209	0.011115432017883294	0.7409839357429719	0.35743902184497667	0.19690763052208834	1.6584269918354383E-4	
0.9565217391304343			0.2062690763052209	0.011115432017883294	0.7056506024096386	0.35997704102189176			
0.9782608695652169			0.2062690763052209	0.011115432017883294	0.6084698795180723	0.3855128128355793			
0.9891304347826086			0.2062690763052209	0.011115432017883294	0.5370522088353413	0.3855246632572045			
0.9978260869565218			0.2062690763052209	0.011115432017883294	0.46951004016064257	0.3790779605637095			


